Id,Age,Income,Home,Emp_length,Intent, Amount ,Rate,Status,Percent_income,Default,Cred_length
32539,61,148000,MORTGAGE,30,DEBTCONSOLIDATION," 24,000.00 ",10.38,1,0.16,N,20
463,26,148000,RENT,1,EDUCATION," 24,000.00 ",18.3,1,0.16,N,2
31804,40,150000,MORTGAGE,18,MEDICAL," 24,000.00 ",6.62,0,0.16,N,14
458,23,150000,RENT,0,EDUCATION," 24,000.00 ",7.49,0,0.16,N,4
15617,24,150000,MORTGAGE,9,MEDICAL," 24,000.00 ",7.49,0,0.16,N,3
15667,23,150000,MORTGAGE,8,DEBTCONSOLIDATION," 24,000.00 ",9.76,0,0.16,N,4
15647,24,150000,MORTGAGE,8,VENTURE," 24,000.00 ",10.99,0,0.16,N,3
15653,26,150000,OWN,10,VENTURE," 24,000.00 ",11.83,0,0.16,N,4
27595,30,150000,OWN,14,PERSONAL," 24,000.00 ",11.83,0,0.16,N,5
31820,38,150000,OWN,0,VENTURE," 24,000.00 ",11.83,0,0.16,N,13
27593,32,150000,MORTGAGE,0,PERSONAL," 24,000.00 ",17.04,0,0.16,Y,9
347,22,153000,MORTGAGE,5,DEBTCONSOLIDATION," 24,000.00 ",15.62,1,0.16,Y,2
27628,35,153660,MORTGAGE,3,HOMEIMPROVEMENT," 24,000.00 ",7.9,0,0.16,N,10
462,26,155000,RENT,7,DEBTCONSOLIDATION," 24,000.00 ",10.99,0,0.15,N,4
29244,37,160000,MORTGAGE,3,PERSONAL," 24,000.00 ",6.54,0,0.15,N,15
32562,61,160000,MORTGAGE,30,PERSONAL," 24,000.00 ",10.38,0,0.15,N,21
27677,35,160000,OWN,10,VENTURE," 24,000.00 ",11.83,0,0.15,N,9
28095,35,160000,OWN,10,VENTURE," 24,000.00 ",11.83,0,0.15,N,9
31849,36,160000,OWN,20,VENTURE," 24,000.00 ",14.96,0,0.15,Y,14
32249,36,160000,OWN,20,VENTURE," 24,000.00 ",14.96,0,0.15,Y,15
16486,22,165000,MORTGAGE,5,VENTURE," 24,000.00 ",15.62,0,0.15,Y,2
18108,27,168000,MORTGAGE,5,DEBTCONSOLIDATION," 24,000.00 ",17.26,1,0.14,N,9
464,26,170000,RENT,3,DEBTCONSOLIDATION," 24,000.00 ",,0,0.14,Y,2
27728,35,175000,OWN,19,MEDICAL," 24,000.00 ",12.73,0,0.14,N,10
27720,32,175000,MORTGAGE,17,HOMEIMPROVEMENT," 24,000.00 ",,0,0.14,N,7
15806,25,177160,MORTGAGE,2,VENTURE," 24,000.00 ",11.11,0,0.14,N,4
29209,36,180000,RENT,5,EDUCATION," 24,000.00 ",9.99,0,0.13,N,15
15821,25,180488,MORTGAGE,9,HOMEIMPROVEMENT," 24,000.00 ",12.87,0,0.13,N,2
15824,26,182000,MORTGAGE,10,MEDICAL," 24,000.00 ",,0,0.13,N,4
217,23,189996,OWN,0,PERSONAL," 24,000.00 ",11.83,0,0.13,N,3
15832,25,190000,MORTGAGE,6,HOMEIMPROVEMENT," 24,000.00 ",7.49,0,0.13,N,3
15833,24,190000,OWN,4,PERSONAL," 24,000.00 ",15.62,0,0.13,Y,3
18056,31,190000,MORTGAGE,15,MEDICAL," 24,000.00 ",,0,0.13,N,10
28827,31,190000,MORTGAGE,15,DEBTCONSOLIDATION," 24,000.00 ",,0,0.13,N,6
176,24,200000,MORTGAGE,3,VENTURE," 24,000.00 ",7.49,0,0.12,N,4
18002,31,200000,MORTGAGE,8,DEBTCONSOLIDATION," 24,000.00 ",8.9,0,0.12,N,9
15856,25,200000,OWN,0,VENTURE," 24,000.00 ",12.18,0,0.12,N,4
17228,25,200000,OWN,0,VENTURE," 24,000.00 ",12.18,0,0.12,N,2
15855,25,200000,OWN,0,HOMEIMPROVEMENT," 24,000.00 ",14.96,0,0.12,Y,3
18263,28,206000,RENT,2,EDUCATION," 24,000.00 ",,0,0.12,Y,5
28518,28,206000,RENT,2,HOMEIMPROVEMENT," 24,000.00 ",,0,0.12,N,10
17978,30,210000,MORTGAGE,8,DEBTCONSOLIDATION," 24,000.00 ",11.49,0,0.11,N,6
27836,30,253000,MORTGAGE,3,DEBTCONSOLIDATION," 24,000.00 ",14.96,1,0.09,N,7
31904,36,261800,MORTGAGE,16,MEDICAL," 24,000.00 ",10.62,1,0.08,N,16
28419,30,265000,MORTGAGE,3,HOMEIMPROVEMENT," 24,000.00 ",14.96,0,0.09,Y,7
29153,41,268000,MORTGAGE,0,PERSONAL," 24,000.00 ",10.37,0,0.09,N,11
27855,32,300000,MORTGAGE,2,MEDICAL," 24,000.00 ",12.87,0,0.08,N,10
17872,29,338000,RENT,3,HOMEIMPROVEMENT," 24,000.00 ",17.8,1,0.07,N,8
31914,42,499800,OWN,4,MEDICAL," 24,000.00 ",18.43,1,0.04,Y,11
27461,27,140000,OWN,12,VENTURE," 24,100.00 ",11.83,0,0.17,N,10
26485,30,103500,MORTGAGE,14,VENTURE," 24,150.00 ",14.61,0,0.23,N,9
401,22,108000,RENT,1,HOMEIMPROVEMENT," 24,150.00 ",14.96,1,0.22,Y,3
13658,23,83000,MORTGAGE,7,EDUCATION," 24,175.00 ",11.11,1,0.29,N,2
7874,25,55000,MORTGAGE,3,DEBTCONSOLIDATION," 24,200.00 ",8.49,0,0.44,N,3
17794,25,55000,MORTGAGE,3,DEBTCONSOLIDATION," 24,200.00 ",8.49,0,0.44,N,2
18203,30,32004,RENT,1,PERSONAL," 24,250.00 ",11.12,1,0.76,N,5
18204,30,36000,RENT,3,DEBTCONSOLIDATION," 24,250.00 ",12.61,1,0.67,Y,7
4550,21,41004,MORTGAGE,5,VENTURE," 24,250.00 ",10.75,0,0.59,N,2
6164,25,48000,MORTGAGE,6,EDUCATION," 24,250.00 ",10.25,0,0.51,N,3
30428,45,49000,OWN,5,MEDICAL," 24,250.00 ",19.03,1,0.49,Y,11
377,25,54000,RENT,2,PERSONAL," 24,250.00 ",13.98,1,0.45,N,4
7734,26,54578,OWN,10,HOMEIMPROVEMENT," 24,250.00 ",12.18,0,0.44,N,4
381,26,56045,RENT,1,MEDICAL," 24,250.00 ",14.96,1,0.37,N,2
22883,27,59004,OWN,8,MEDICAL," 24,250.00 ",11.49,0,0.41,N,9
23176,31,60000,OWN,0,EDUCATION," 24,250.00 ",12.18,0,0.4,N,7
28545,31,60000,OWN,0,VENTURE," 24,250.00 ",12.18,0,0.4,N,5
9128,22,60000,MORTGAGE,6,VENTURE," 24,250.00 ",15.31,0,0.4,Y,2
23271,28,60996,MORTGAGE,11,PERSONAL," 24,250.00 ",16.4,0,0.4,N,8
9376,22,61547,OWN,1,EDUCATION," 24,250.00 ",14.96,0,0.39,Y,3
378,23,62500,RENT,1,EDUCATION," 24,250.00 ",10.62,1,0.39,N,4
28931,27,62900,RENT,7,MEDICAL," 24,250.00 ",15.31,1,0.33,N,6
12307,26,62900,OWN,4,MEDICAL," 24,250.00 ",,1,0.33,Y,2
383,24,65453,RENT,9,MEDICAL," 24,250.00 ",15.7,1,0.31,N,2
17736,26,65935,RENT,1,EDUCATION," 24,250.00 ",14.96,1,0.37,N,4
23906,27,67000,MORTGAGE,11,EDUCATION," 24,250.00 ",14.96,0,0.36,N,8
10500,26,68000,OWN,8,PERSONAL," 24,250.00 ",12.18,0,0.36,N,4
32313,62,68375,RENT,4,MEDICAL," 24,250.00 ",12.73,1,0.35,N,28
380,25,68400,RENT,9,PERSONAL," 24,250.00 ",17.56,1,0.35,N,4
29247,42,68850,RENT,8,MEDICAL," 24,250.00 ",15.58,1,0.3,N,14
10931,24,70000,OWN,8,PERSONAL," 24,250.00 ",12.18,0,0.35,N,2
16271,24,70000,OWN,8,PERSONAL," 24,250.00 ",12.18,0,0.35,N,2
18211,27,74000,RENT,7,DEBTCONSOLIDATION," 24,250.00 ",15.31,1,0.33,Y,8
382,22,74000,RENT,7,DEBTCONSOLIDATION," 24,250.00 ",15.65,1,0.33,Y,2
29246,37,76066,RENT,10,DEBTCONSOLIDATION," 24,250.00 ",15.65,1,0.32,Y,13
11902,20,77052,MORTGAGE,4,EDUCATION," 24,250.00 ",11.36,0,0.31,N,2
385,26,78000,RENT,0,HOMEIMPROVEMENT," 24,250.00 ",17.56,1,0.31,Y,3
29249,39,78200,RENT,18,MEDICAL," 24,250.00 ",16,1,0.26,Y,13
29245,38,87000,RENT,3,HOMEIMPROVEMENT," 24,250.00 ",,0,0.28,N,12
384,24,89908,RENT,1,VENTURE," 24,250.00 ",12.53,0,0.27,N,3
25784,34,90000,MORTGAGE,5,PERSONAL," 24,250.00 ",10.62,0,0.27,N,7
28370,34,90000,MORTGAGE,5,HOMEIMPROVEMENT," 24,250.00 ",10.62,0,0.27,N,6
13482,23,92004,MORTGAGE,7,VENTURE," 24,250.00 ",11.12,0,0.26,N,4
17493,23,92004,MORTGAGE,7,EDUCATION," 24,250.00 ",11.12,0,0.26,N,2
13485,26,92004,MORTGAGE,3,MEDICAL," 24,250.00 ",14.72,0,0.26,N,4
13725,26,95004,MORTGAGE,10,HOMEIMPROVEMENT," 24,250.00 ",8.88,0,0.26,N,3
13918,20,98000,MORTGAGE,4,EDUCATION," 24,250.00 ",,0,0.25,N,4
31728,42,98603,MORTGAGE,19,MEDICAL," 24,250.00 ",14.22,1,0.21,N,14
386,23,100000,RENT,0,PERSONAL," 24,250.00 ",12.87,0,0.24,Y,2
14202,24,101000,OWN,5,MEDICAL," 24,250.00 ",12.53,0,0.24,N,4
16885,24,101000,OWN,5,VENTURE," 24,250.00 ",12.53,0,0.24,N,3
14247,24,102000,OWN,8,MEDICAL," 24,250.00 ",11.83,0,0.24,N,3
387,23,103000,RENT,6,PERSONAL," 24,250.00 ",15.7,0,0.24,N,2
18218,30,105000,RENT,4,VENTURE," 24,250.00 ",15.65,0,0.23,N,10
28112,30,105000,RENT,4,HOMEIMPROVEMENT," 24,250.00 ",15.65,0,0.23,N,7
18223,31,105400,RENT,2,MEDICAL," 24,250.00 ",15.31,1,0.2,N,5
14441,23,106925,MORTGAGE,7,EDUCATION," 24,250.00 ",12.18,0,0.23,N,3
14490,25,108000,MORTGAGE,10,HOMEIMPROVEMENT," 24,250.00 ",10.75,0,0.22,N,2
18220,29,108000,RENT,0,PERSONAL," 24,250.00 ",16,1,0.22,N,9
396,25,111996,RENT,9,PERSONAL," 24,250.00 ",,0,0.22,N,3
14742,23,113200,MORTGAGE,3,EDUCATION," 24,250.00 ",10.62,0,0.21,N,3
398,25,115200,RENT,0,HOMEIMPROVEMENT," 24,250.00 ",11.36,0,0.21,N,2
29252,50,118000,RENT,16,EDUCATION," 24,250.00 ",13.92,1,0.21,N,12
18219,31,118320,RENT,1,HOMEIMPROVEMENT," 24,250.00 ",12.53,0,0.2,N,5
14986,23,120000,MORTGAGE,2,PERSONAL," 24,250.00 ",16.02,0,0.2,Y,4
31675,38,120000,MORTGAGE,2,DEBTCONSOLIDATION," 24,250.00 ",,0,0.2,N,12
15443,24,123000,MORTGAGE,8,DEBTCONSOLIDATION," 24,250.00 ",12.87,1,0.2,Y,4
27123,27,124000,MORTGAGE,2,DEBTCONSOLIDATION," 24,250.00 ",,0,0.2,N,7
29251,40,125000,RENT,1,DEBTCONSOLIDATION," 24,250.00 ",,0,0.19,N,17
18221,29,126000,RENT,10,HOMEIMPROVEMENT," 24,250.00 ",16.7,0,0.19,Y,7
27224,35,126696,MORTGAGE,19,MEDICAL," 24,250.00 ",10.38,0,0.19,N,6
27226,29,127000,MORTGAGE,1,PERSONAL," 24,250.00 ",11.36,0,0.19,N,8
28307,29,127000,MORTGAGE,1,MEDICAL," 24,250.00 ",11.36,0,0.19,N,10
15267,26,127500,OWN,9,MEDICAL," 24,250.00 ",15.31,0,0.19,Y,4
18224,27,128000,RENT,11,DEBTCONSOLIDATION," 24,250.00 ",14.59,1,0.19,N,10
31738,40,130000,MORTGAGE,0,DEBTCONSOLIDATION," 24,250.00 ",6.17,0,0.19,N,16
15345,22,130000,MORTGAGE,3,VENTURE," 24,250.00 ",12.18,0,0.19,N,4
16065,22,130000,MORTGAGE,3,VENTURE," 24,250.00 ",12.18,0,0.19,N,4
29253,36,135000,RENT,0,DEBTCONSOLIDATION," 24,250.00 ",12.87,0,0.18,Y,15
27449,29,140000,MORTGAGE,12,MEDICAL," 24,250.00 ",11.12,0,0.17,N,8
15512,26,140000,MORTGAGE,10,VENTURE," 24,250.00 ",12.53,0,0.17,N,3
16596,26,140000,MORTGAGE,10,VENTURE," 24,250.00 ",12.53,0,0.17,N,4
27479,29,142000,OWN,14,EDUCATION," 24,250.00 ",11.48,0,0.17,N,7
29065,29,142000,OWN,14,PERSONAL," 24,250.00 ",11.48,0,0.17,N,8
15696,23,143000,MORTGAGE,7,DEBTCONSOLIDATION," 24,250.00 ",14.59,1,0.17,Y,2
399,23,144000,RENT,0,EDUCATION," 24,250.00 ",11.83,0,0.17,N,3
18225,30,144600,RENT,14,VENTURE," 24,250.00 ",,0,0.17,N,6
18226,29,148716,RENT,4,PERSONAL," 24,250.00 ",13.23,0,0.16,Y,9
15642,24,150000,MORTGAGE,2,PERSONAL," 24,250.00 ",10.38,0,0.16,N,3
18227,34,168000,RENT,0,DEBTCONSOLIDATION," 24,250.00 ",11.83,0,0.14,N,10
333,26,168750,RENT,10,MEDICAL," 24,250.00 ",12.87,0,0.14,Y,3
15842,22,198000,MORTGAGE,6,DEBTCONSOLIDATION," 24,250.00 ",14.22,0,0.12,N,3
18022,30,200000,MORTGAGE,0,MEDICAL," 24,250.00 ",11.48,0,0.12,N,8
18027,28,200000,RENT,1,MEDICAL," 24,250.00 ",12.53,0,0.12,N,5
17980,30,210000,MORTGAGE,2,HOMEIMPROVEMENT," 24,250.00 ",12.87,0,0.12,Y,6
17964,29,225000,OWN,11,PERSONAL," 24,250.00 ",,0,0.11,N,7
400,23,287000,RENT,3,EDUCATION," 24,250.00 ",12.53,0,0.08,N,3
43,23,300000,OWN,1,EDUCATION," 24,250.00 ",19.41,0,0.08,Y,2
33,25,306000,RENT,2,DEBTCONSOLIDATION," 24,250.00 ",13.85,0,0.08,N,3
16756,25,306000,RENT,2,PERSONAL," 24,250.00 ",13.85,0,0.08,N,4
30446,37,55000,OWN,2,VENTURE," 24,375.00 ",10.37,0,0.44,N,13
25698,27,90000,MORTGAGE,6,MEDICAL," 24,400.00 ",8.9,0,0.27,N,10
7245,25,52000,MORTGAGE,9,HOMEIMPROVEMENT," 24,500.00 ",6.17,0,0.47,N,3
25912,28,68000,MORTGAGE,12,MEDICAL," 24,500.00 ",18.3,1,0.31,Y,6
369,24,84200,RENT,8,MEDICAL," 24,500.00 ",13.85,0,0.29,N,4
371,24,92000,RENT,8,MEDICAL," 24,500.00 ",11.46,0,0.27,N,4
28546,28,92000,MORTGAGE,12,VENTURE," 24,500.00 ",18.3,0,0.27,N,7
27071,29,108000,MORTGAGE,2,PERSONAL," 24,500.00 ",12.61,1,0.23,N,9
31818,41,150000,OWN,10,VENTURE," 24,500.00 ",11.83,0,0.16,N,17
18135,28,175000,RENT,4,VENTURE," 24,500.00 ",,0,0.14,N,8
31897,40,275004,MORTGAGE,2,MEDICAL," 24,500.00 ",10.99,0,0.09,N,13
18202,28,78000,RENT,12,HOMEIMPROVEMENT," 24,625.00 ",18.36,1,0.32,N,5
27077,32,91800,MORTGAGE,8,MEDICAL," 24,625.00 ",14.07,1,0.23,Y,7
367,25,49500,RENT,6,PERSONAL," 24,750.00 ",14.22,1,0.5,N,3
368,23,60000,RENT,4,DEBTCONSOLIDATION," 24,750.00 ",9.33,1,0.41,N,3
25599,32,87000,MORTGAGE,8,MEDICAL," 24,800.00 ",12.53,0,0.29,N,5
27258,29,130000,MORTGAGE,5,EDUCATION," 24,800.00 ",7.49,0,0.19,N,10
3535,24,37000,MORTGAGE,4,MEDICAL," 25,000.00 ",10.08,0,0.68,N,2
5590,22,39000,OWN,0,EDUCATION," 25,000.00 ",16.08,1,0.64,N,3
17956,34,40000,RENT,3,MEDICAL," 25,000.00 ",10.25,1,0.63,N,8
28648,34,40000,RENT,3,EDUCATION," 25,000.00 ",10.25,1,0.63,N,5
20401,29,40000,MORTGAGE,13,PERSONAL," 25,000.00 ",11.86,0,0.63,N,7
28153,29,40000,MORTGAGE,13,HOMEIMPROVEMENT," 25,000.00 ",11.86,0,0.63,N,6
108,24,41000,RENT,2,HOMEIMPROVEMENT," 25,000.00 ",,1,0.61,N,3
117,22,42000,RENT,6,MEDICAL," 25,000.00 ",14.59,1,0.6,Y,2
121,25,42360,RENT,1,EDUCATION," 25,000.00 ",16.35,1,0.59,Y,3
107,21,42500,RENT,3,EDUCATION," 25,000.00 ",12.73,1,0.59,Y,3
6404,23,43600,MORTGAGE,5,DEBTCONSOLIDATION," 25,000.00 ",,1,0.57,N,3
130,24,44000,RENT,2,DEBTCONSOLIDATION," 25,000.00 ",15.33,1,0.57,N,2
16741,24,44000,MORTGAGE,2,DEBTCONSOLIDATION," 25,000.00 ",15.58,1,0.57,Y,3
5685,25,45996,OWN,9,PERSONAL," 25,000.00 ",12.18,0,0.54,N,3
143,26,46000,RENT,2,DEBTCONSOLIDATION," 25,000.00 ",11.86,1,0.54,N,4
29167,42,47000,RENT,2,MEDICAL," 25,000.00 ",12.18,1,0.53,N,15
22197,27,47000,MORTGAGE,2,DEBTCONSOLIDATION," 25,000.00 ",14.96,1,0.53,Y,9
145,26,47000,RENT,0,HOMEIMPROVEMENT," 25,000.00 ",15.28,1,0.53,Y,2
17957,27,47000,RENT,3,VENTURE," 25,000.00 ",15.7,1,0.53,Y,10
146,23,47000,RENT,1,VENTURE," 25,000.00 ",17.93,1,0.53,N,2
7502,23,47148,MORTGAGE,3,MEDICAL," 25,000.00 ",7.49,1,0.53,N,3
118,26,48000,RENT,2,EDUCATION," 25,000.00 ",9.64,1,0.52,N,4
17958,33,48000,RENT,11,DEBTCONSOLIDATION," 25,000.00 ",9.99,1,0.52,N,10
17962,27,48000,RENT,2,PERSONAL," 25,000.00 ",10.59,1,0.52,N,7
28961,27,48000,RENT,2,EDUCATION," 25,000.00 ",10.59,1,0.52,Y,5
17977,29,48000,RENT,9,HOMEIMPROVEMENT," 25,000.00 ",13.61,1,0.52,Y,8
151,26,48000,RENT,5,VENTURE," 25,000.00 ",18.43,1,0.52,N,2
16614,26,48000,RENT,5,DEBTCONSOLIDATION," 25,000.00 ",18.43,1,0.52,N,3
122,21,49000,RENT,4,EDUCATION," 25,000.00 ",10.99,1,0.51,N,2
17984,27,49000,RENT,11,DEBTCONSOLIDATION," 25,000.00 ",11.36,1,0.51,N,5
29176,41,49000,RENT,4,HOMEIMPROVEMENT," 25,000.00 ",17.04,1,0.51,N,13
127,22,49464,RENT,5,PERSONAL," 25,000.00 ",11.83,1,0.51,N,3
17969,28,49861,RENT,2,MEDICAL," 25,000.00 ",13.11,1,0.5,Y,7
129,25,50000,RENT,4,HOMEIMPROVEMENT," 25,000.00 ",5.99,1,0.5,N,2
128,23,50000,RENT,1,DEBTCONSOLIDATION," 25,000.00 ",7.9,1,0.5,N,3
131,23,50000,RENT,1,VENTURE," 25,000.00 ",11.83,1,0.5,N,4
6707,24,50000,MORTGAGE,2,EDUCATION," 25,000.00 ",15.58,0,0.5,Y,3
132,22,50004,RENT,0,VENTURE," 25,000.00 ",10.36,1,0.5,N,2
133,22,50004,RENT,3,VENTURE," 25,000.00 ",12.23,1,0.5,N,3
21986,29,51000,MORTGAGE,8,PERSONAL," 25,000.00 ",11.49,0,0.49,N,10
22126,31,52000,MORTGAGE,0,VENTURE," 25,000.00 ",10.71,0,0.48,N,7
134,22,52000,RENT,2,EDUCATION," 25,000.00 ",11.11,1,0.48,N,4
142,23,52000,RENT,1,PERSONAL," 25,000.00 ",13.22,1,0.48,N,2
144,22,53000,RENT,5,EDUCATION," 25,000.00 ",13.43,1,0.47,Y,4
8588,22,53000,MORTGAGE,6,EDUCATION," 25,000.00 ",13.8,1,0.47,N,3
17975,32,53196,RENT,9,VENTURE," 25,000.00 ",11.86,1,0.47,N,9
10567,25,53467,MORTGAGE,5,MEDICAL," 25,000.00 ",15.7,1,0.4,Y,4
22230,30,53979,MORTGAGE,5,EDUCATION," 25,000.00 ",10.08,0,0.46,N,7
17976,30,54000,RENT,13,MEDICAL," 25,000.00 ",10.74,1,0.46,N,6
30407,39,54000,MORTGAGE,17,PERSONAL," 25,000.00 ",11.49,0,0.46,N,16
163,26,54000,RENT,7,DEBTCONSOLIDATION," 25,000.00 ",14.83,1,0.46,Y,2
30618,37,54000,MORTGAGE,21,DEBTCONSOLIDATION," 25,000.00 ",15.57,1,0.46,Y,16
168,25,54000,RENT,3,HOMEIMPROVEMENT," 25,000.00 ",16.82,1,0.46,N,4
23158,29,54000,MORTGAGE,1,PERSONAL," 25,000.00 ",20.16,1,0.46,Y,8
7572,22,54000,OWN,,PERSONAL," 25,000.00 ",,0,0.46,N,3
17983,30,54383,RENT,5,HOMEIMPROVEMENT," 25,000.00 ",15.65,1,0.46,Y,7
30936,40,54400,MORTGAGE,16,MEDICAL," 25,000.00 ",18.09,1,0.39,N,12
7760,22,54996,MORTGAGE,6,DEBTCONSOLIDATION," 25,000.00 ",12.42,0,0.45,N,2
152,22,54996,RENT,6,EDUCATION," 25,000.00 ",,1,0.45,N,4
7928,22,55000,OWN,6,EDUCATION," 25,000.00 ",10.74,0,0.45,N,2
154,23,55000,RENT,4,EDUCATION," 25,000.00 ",11.36,1,0.45,N,3
155,23,55000,RENT,4,EDUCATION," 25,000.00 ",15.65,1,0.45,Y,3
153,24,55000,RENT,4,HOMEIMPROVEMENT," 25,000.00 ",,1,0.45,Y,4
30681,38,55000,MORTGAGE,4,DEBTCONSOLIDATION," 25,000.00 ",,1,0.45,Y,14
156,24,55164,RENT,8,PERSONAL," 25,000.00 ",13.22,1,0.45,Y,4
29193,47,55250,RENT,9,MEDICAL," 25,000.00 ",,1,0.38,Y,13
9364,23,55365,MORTGAGE,4,PERSONAL," 25,000.00 ",19.04,1,0.45,N,4
157,26,56000,RENT,4,DEBTCONSOLIDATION," 25,000.00 ",12.87,1,0.45,N,2
23398,27,56000,MORTGAGE,0,EDUCATION," 25,000.00 ",13.55,1,0.45,N,8
202,24,56100,RENT,7,MEDICAL," 25,000.00 ",16.49,1,0.38,N,4
173,22,56400,RENT,2,HOMEIMPROVEMENT," 25,000.00 ",14.96,1,0.44,Y,3
9545,22,56400,MORTGAGE,6,PERSONAL," 25,000.00 ",16.4,1,0.44,N,3
8266,25,56900,MORTGAGE,9,PERSONAL," 25,000.00 ",7.51,0,0.44,N,3
11322,25,56950,MORTGAGE,9,MEDICAL," 25,000.00 ",10.91,1,0.37,Y,3
17993,30,56952,RENT,3,MEDICAL," 25,000.00 ",11.36,1,0.44,N,9
8347,22,57000,MORTGAGE,6,EDUCATION," 25,000.00 ",9.01,0,0.44,N,2
8354,25,57120,MORTGAGE,,MEDICAL," 25,000.00 ",10.99,0,0.44,N,4
17712,23,57355,MORTGAGE,5,MEDICAL," 25,000.00 ",13.49,1,0.37,N,3
18037,31,57800,RENT,2,MEDICAL," 25,000.00 ",17.19,1,0.37,N,8
9777,26,58000,MORTGAGE,1,MEDICAL," 25,000.00 ",13.55,1,0.43,Y,4
11704,22,58650,MORTGAGE,6,MEDICAL," 25,000.00 ",14.96,1,0.36,N,2
8558,21,58800,MORTGAGE,5,EDUCATION," 25,000.00 ",14.09,0,0.43,N,2
10003,21,59000,MORTGAGE,5,MEDICAL," 25,000.00 ",9.99,1,0.42,N,4
8599,25,59000,MORTGAGE,7,EDUCATION," 25,000.00 ",10.62,0,0.42,N,3
17994,31,60000,RENT,4,HOMEIMPROVEMENT," 25,000.00 ",8.9,1,0.42,N,10
28768,31,60000,RENT,4,EDUCATION," 25,000.00 ",8.9,1,0.42,N,7
29179,45,60000,RENT,4,DEBTCONSOLIDATION," 25,000.00 ",9.99,1,0.42,N,16
32271,45,60000,RENT,4,EDUCATION," 25,000.00 ",9.99,1,0.42,N,14
170,23,60000,RENT,7,PERSONAL," 25,000.00 ",10.25,1,0.42,N,4
16818,23,60000,RENT,7,DEBTCONSOLIDATION," 25,000.00 ",10.25,1,0.42,N,2
161,24,60000,RENT,0,PERSONAL," 25,000.00 ",10.99,1,0.42,N,3
171,21,60000,RENT,6,EDUCATION," 25,000.00 ",10.99,1,0.42,N,4
9056,25,60000,OWN,8,MEDICAL," 25,000.00 ",10.99,0,0.42,N,3
162,24,60000,RENT,2,PERSONAL," 25,000.00 ",11.11,1,0.42,N,3
169,23,60000,RENT,3,PERSONAL," 25,000.00 ",12.73,1,0.42,N,3
23148,35,60000,MORTGAGE,12,DEBTCONSOLIDATION," 25,000.00 ",12.73,0,0.42,N,8
17995,28,60000,RENT,3,MEDICAL," 25,000.00 ",13.49,1,0.42,N,10
23194,35,60000,MORTGAGE,11,EDUCATION," 25,000.00 ",15.31,0,0.42,N,6
23834,29,60000,MORTGAGE,13,MEDICAL," 25,000.00 ",20.16,1,0.42,N,10
28256,29,60000,MORTGAGE,13,DEBTCONSOLIDATION," 25,000.00 ",20.16,1,0.42,Y,9
188,24,60000,RENT,2,DEBTCONSOLIDATION," 25,000.00 ",,1,0.42,Y,2
18005,27,60000,RENT,11,VENTURE," 25,000.00 ",,1,0.42,N,8
28351,27,60000,RENT,11,PERSONAL," 25,000.00 ",,1,0.42,N,9
16672,22,60350,RENT,1,MEDICAL," 25,000.00 ",15.95,1,0.35,N,4
24847,35,60350,MORTGAGE,15,MEDICAL," 25,000.00 ",16.82,1,0.35,N,5
18006,28,61000,RENT,9,PERSONAL," 25,000.00 ",9.91,1,0.41,N,7
9338,24,61080,MORTGAGE,8,VENTURE," 25,000.00 ",10.59,0,0.41,N,3
10388,24,61100,MORTGAGE,4,DEBTCONSOLIDATION," 25,000.00 ",17.49,1,0.41,N,3
172,25,61959,RENT,9,MEDICAL," 25,000.00 ",12.73,1,0.4,N,2
16396,25,61959,RENT,9,EDUCATION," 25,000.00 ",12.73,1,0.4,Y,4
32480,62,62050,MORTGAGE,29,MEDICAL," 25,000.00 ",13.43,1,0.34,Y,28
224,24,62050,RENT,8,MEDICAL," 25,000.00 ",15.33,1,0.34,Y,2
23445,27,62570,MORTGAGE,11,EDUCATION," 25,000.00 ",14.84,0,0.4,N,5
16421,22,62900,MORTGAGE,1,MEDICAL," 25,000.00 ",14.38,1,0.34,N,2
18010,28,63000,RENT,4,MEDICAL," 25,000.00 ",11.36,1,0.4,N,8
23491,29,63000,MORTGAGE,6,HOMEIMPROVEMENT," 25,000.00 ",11.48,0,0.4,N,8
9635,25,63000,MORTGAGE,9,EDUCATION," 25,000.00 ",11.49,0,0.4,N,2
9674,25,63000,MORTGAGE,0,EDUCATION," 25,000.00 ",13.87,0,0.4,N,2
17034,25,63000,MORTGAGE,0,PERSONAL," 25,000.00 ",13.87,0,0.4,N,4
18011,32,63235,RENT,3,HOMEIMPROVEMENT," 25,000.00 ",10.25,1,0.4,N,8
9713,22,63800,MORTGAGE,7,DEBTCONSOLIDATION," 25,000.00 ",11.36,0,0.39,N,4
24200,31,64000,MORTGAGE,14,DEBTCONSOLIDATION," 25,000.00 ",10.62,1,0.39,N,5
9765,22,64000,MORTGAGE,2,EDUCATION," 25,000.00 ",11.83,0,0.39,N,4
18033,32,64000,RENT,11,DEBTCONSOLIDATION," 25,000.00 ",15.2,1,0.39,N,5
25264,32,64600,MORTGAGE,12,MEDICAL," 25,000.00 ",11.36,1,0.33,N,5
27991,28,64900,MORTGAGE,12,DEBTCONSOLIDATION," 25,000.00 ",15.37,1,0.39,N,6
23776,35,65000,MORTGAGE,5,DEBTCONSOLIDATION," 25,000.00 ",9.51,0,0.38,N,10
18012,30,65000,RENT,2,DEBTCONSOLIDATION," 25,000.00 ",10.38,1,0.38,N,8
